"","Date","Entity","Code","Total.confirmed.deaths..deaths.","Total.confirmed.cases..cases.","PopTotal","PerCapita.Death","PerCapita.Infection","Death.Rate"
"647",2020-04-24,"Asia","",16191,434605,4641054786,3.48864660008778e-06,9.36435832024673e-05,0.0372545184707953
"648",2020-04-26,"Asia","",16919,460167,4641054786,3.64550749347694e-06,9.91513828684202e-05,0.0367670867315562
"649",2020-04-27,"Asia","",17207,471609,4641054786,3.70756235240012e-06,0.000101616770701056,0.0364857328846566
"650",2020-05-03,"Asia","",19325,545768,4641054786,4.16392412739771e-06,0.000117595681405516,0.0354088183990267
"651",2020-04-25,"Asia","",16572,446824,4641054786,3.57074000720491e-06,9.62763898732395e-05,0.0370884285535244
"652",2020-03-25,"Asia","",5607,130858,4641054786,1.20813053466075e-06,2.81957455867016e-05,0.0428479726115331
"653",2020-03-24,"Asia","",5448,126731,4641054786,1.17387108129691e-06,2.73065080770628e-05,0.0429886925850818
"654",2020-03-22,"Asia","",5089,120779,4641054786,1.09651797590308e-06,2.60240409926503e-05,0.0421348082034128
"655",2020-05-02,"Asia","",18949,533606,4641054786,4.08290806158133e-06,0.000114975156425572,0.0355112198888318
"656",2020-05-01,"Asia","",18617,520218,4641054786,4.01137259921154e-06,0.000112090467358685,0.0357869200988816
"657",2020-03-07,"Asia","",3251,93356,4641054786,7.00487313747474e-07,2.01152548945584e-05,0.0348236856763357
"658",2020-04-23,"Asia","",15830,421072,4641054786,3.41086255817365e-06,9.07276512378581e-05,0.03759452065205
"659",2020-03-08,"Asia","",3305,94981,4641054786,7.12122599795572e-07,2.0465390817302e-05,0.0347964329708047
"660",2020-03-06,"Asia","",3204,91394,4641054786,6.90360305520427e-07,1.96925061681442e-05,0.0350570059303674
"661",2020-04-29,"Asia","",17904,494412,4641054786,3.85774372972463e-06,0.000106530093437255,0.0362127132836582
"662",2020-03-29,"Asia","",6470,155277,4641054786,1.39407964317015e-06,3.34572650313032e-05,0.0416674716796435
"663",2020-03-27,"Asia","",6041,140861,4641054786,1.30164375956582e-06,3.03510745929815e-05,0.0428862495651742
"664",2020-04-01,"Asia","",7124,177780,4641054786,1.53499588530822e-06,3.83059472894574e-05,0.0400719991000113
"665",2020-05-08,"Asia","",21179,619174,4641054786,4.56340228171571e-06,0.000133412344510083,0.0342052476363672
"666",2020-03-10,"Asia","",3448,97061,4641054786,7.42934560997014e-07,2.09135647984139e-05,0.0355240518848971
"667",2020-04-30,"Asia","",18262,507170,4641054786,3.93488136685831e-06,0.000109279037500248,0.036007650294773
"668",2020-03-05,"Asia","",3150,90037,4641054786,6.7872501947233e-07,1.94001157391207e-05,0.0349856170241123
"669",2020-03-09,"Asia","",3383,96146,4641054786,7.28929124087267e-07,2.07164113403767e-05,0.0351860711834086
"670",2020-04-20,"Asia","",14708,382108,4641054786,3.16910717028541e-06,8.23321459493756e-05,0.038491735320904
"671",2020-04-21,"Asia","",15059,396301,4641054786,3.24473652959804e-06,8.53902869656838e-05,0.0379988947794732
"672",2020-03-23,"Asia","",5276,123517,4641054786,1.13681054055112e-06,2.66139930889409e-05,0.0427147680076427
"673",2020-02-28,"Asia","",2834,81739,4641054786,6.10637049264947e-07,1.76121601163964e-05,0.0346713319223382
"674",2020-03-21,"Asia","",4915,117800,4641054786,1.05902649863698e-06,2.53821610456636e-05,0.041723259762309
"675",2020-02-06,"Asia","",565,28195,4641054786,1.21739566984719e-07,6.07512759492773e-06,0.0200390140095762
"676",2020-04-22,"Asia","",15404,409588,4641054786,3.31907307934977e-06,8.82532137382961e-05,0.0376085236872174
"677",2020-03-04,"Asia","",3101,88784,4641054786,6.68167074724983e-07,1.91301340091528e-05,0.0349274644080014
"678",2020-05-06,"Asia","",20436,587176,4641054786,4.4033093644243e-06,0.000126517791121805,0.0348038748177718
"679",2020-05-07,"Asia","",20807,603498,4641054786,4.48324808893993e-06,0.000130034664063972,0.0344773304965385
"680",2020-03-11,"Asia","",3534,98406,4641054786,7.61464831369909e-07,2.12033696083156e-05,0.0359124443631486
"681",2020-05-04,"Asia","",19616,558451,4641054786,4.22662539110134e-06,0.000120328465348997,0.0351257317114662
"682",2020-01-01,"Asia","",NA,27,4641054786,NA,5.81764302404854e-09,NA
"683",2020-01-23,"Asia","",17,630,4641054786,3.66296042254908e-09,1.35745003894466e-07,0.026984126984127
"684",2020-03-16,"Asia","",4072,106980,4641054786,8.7738675533058e-07,2.30507944708412e-05,0.0380631893811927
"685",2020-03-28,"Asia","",6244,147902,4641054786,1.34538381637626e-06,3.18681866126973e-05,0.0422171437843978
"686",2020-03-12,"Asia","",3622,100036,4641054786,7.80426038263104e-07,2.155458287236e-05,0.0362069654924227
"687",2020-01-27,"Asia","",81,2807,4641054786,1.74529290721456e-08,6.04819406240898e-07,0.0288564303526897
"688",2020-01-24,"Asia","",26,896,4641054786,5.6021747638986e-09,1.93059561094352e-07,0.0290178571428571
"689",2020-01-25,"Asia","",41,1344,4641054786,8.83419866614779e-09,2.89589341641527e-07,0.0305059523809524
"690",2020-04-18,"Asia","",14022,357499,4641054786,3.02129594382254e-06,7.70296875353455e-05,0.0392224873356289
"691",2020-02-27,"Asia","",2782,80819,4641054786,5.9943269973715e-07,1.74139293170585e-05,0.0344225986463579
"692",2020-01-20,"Asia","",3,239,4641054786,6.46404780449838e-10,5.14969141758371e-08,0.0125523012552301
"693",2020-03-01,"Asia","",2940,84669,4641054786,6.33476684840841e-07,1.82434821186358e-05,0.0347234525032775
"694",2020-03-02,"Asia","",2999,85997,4641054786,6.46189312189688e-07,1.85296239681149e-05,0.0348733095340535
"695",2020-03-03,"Asia","",3049,87270,4641054786,6.56962725197185e-07,1.88039150632858e-05,0.0349375501317749
"696",2020-03-26,"Asia","",5800,135475,4641054786,1.24971590886969e-06,2.91905625438139e-05,0.042812326997601
"697",2020-02-05,"Asia","",493,24456,4641054786,1.06225852253923e-07,5.26949177022708e-06,0.0201586522734707
"698",2020-02-03,"Asia","",362,17321,4641054786,7.79995101742804e-08,3.73212573405721e-06,0.0208994861728538
"699",2020-04-28,"Asia","",17570,482709,4641054786,3.78577733083455e-06,0.00010400846838872,0.0363987412706206
"700",2020-04-02,"Asia","",7402,186209,4641054786,1.5948960616299e-06,4.01221292542613e-05,0.0397510324420409
"701",2020-03-14,"Asia","",3826,103234,4641054786,8.24381563333693e-07,2.22436503683195e-05,0.0370614332487359
"702",2020-03-15,"Asia","",3937,105037,4641054786,8.48298540210337e-07,2.26321396413699e-05,0.0374820301417596
"703",2020-04-17,"Asia","",13658,345672,4641054786,2.94286549712796e-06,7.44813444225521e-05,0.0395114443750145
"704",2020-01-29,"Asia","",132,6047,4641054786,2.84418103397929e-08,1.30293656912672e-06,0.0218290061187366
"705",2020-01-22,"Asia","",17,533,4641054786,3.66296042254908e-09,1.14844582659921e-07,0.0318949343339587
"706",2020-03-20,"Asia","",4738,115261,4641054786,1.02088861659044e-06,2.48350871331429e-05,0.0411067056506537
"707",2020-02-01,"Asia","",259,11903,4641054786,5.5806279378836e-08,2.56471870056481e-06,0.021759220364614
"708",2019-12-31,"Asia","",NA,27,4641054786,NA,5.81764302404854e-09,NA
"709",2020-01-26,"Asia","",56,2013,4641054786,1.2066222568397e-08,4.33737607681841e-07,0.027819175360159
"710",2020-03-13,"Asia","",3710,101409,4641054786,7.993872451563e-07,2.18504207935459e-05,0.0365845240560503
"711",2020-02-02,"Asia","",305,14507,4641054786,6.57178193457335e-08,3.12579804999527e-06,0.0210243330805818
"712",2020-02-04,"Asia","",427,20561,4641054786,9.20049470840269e-08,4.43024289694304e-06,0.0207674723992024
"713",2020-02-25,"Asia","",2688,79077,4641054786,5.79178683283055e-07,1.70385836078773e-05,0.033992184832505
"714",2020-01-18,"Asia","",2,83,4641054786,4.30936520299892e-10,1.78838655924455e-08,0.0240963855421687
"715",2020-01-19,"Asia","",3,219,4641054786,6.46404780449838e-10,4.71875489728382e-08,0.0136986301369863
"716",2020-05-05,"Asia","",20065,572946,4641054786,4.32337063990867e-06,0.000123451677779871,0.035020752392023
"717",2020-02-29,"Asia","",2892,83264,4641054786,6.23134208353644e-07,1.79407492131251e-05,0.0347328977709454
"718",2020-03-19,"Asia","",4551,112856,4641054786,9.80596051942404e-07,2.43168859674823e-05,0.0403257248174665
"719",2020-03-18,"Asia","",4384,110755,4641054786,9.44612852497363e-07,2.38641871529073e-05,0.0395828630761591
"720",2020-01-31,"Asia","",213,9793,4641054786,4.58947394119385e-08,2.11008067164842e-06,0.0217502297559481
"721",2020-01-09,"Asia","",NA,59,4641054786,NA,1.27126273488468e-08,NA
"722",2020-04-11,"Asia","",10182,273666,4641054786,2.19389782484675e-06,5.89663368821951e-05,0.0372059371642805
"723",2020-01-02,"Asia","",NA,27,4641054786,NA,5.81764302404854e-09,NA
"724",2020-04-10,"Asia","",9853,262616,4641054786,2.12300876725742e-06,5.65854126075382e-05,0.0375186584214214
"725",2020-02-26,"Asia","",2746,79833,4641054786,5.91675842371752e-07,1.72014776125506e-05,0.034396803326945
"726",2020-04-04,"Asia","",7847,201389,4641054786,1.69077943739663e-06,4.33929374433375e-05,0.0389643922955077
"727",2020-04-05,"Asia","",8291,213720,4641054786,1.7864473449032e-06,4.60498765592465e-05,0.0387937488302452
"728",2020-01-30,"Asia","",170,7799,4641054786,3.66296042254908e-08,1.68043696090943e-06,0.021797666367483
"729",2020-04-07,"Asia","",8898,233297,4641054786,1.91723657881422e-06,5.0268098688202e-05,0.0381402246921306
"730",2020-04-08,"Asia","",9214,242914,4641054786,1.9853245490216e-06,5.2340256946064e-05,0.0379311196555159
"731",2020-01-21,"Asia","",6,391,4641054786,1.29280956089968e-09,8.42480897186289e-08,0.0153452685421995
"732",2020-04-09,"Asia","",9502,252440,4641054786,2.04737940794479e-06,5.43928075922524e-05,0.0376406274758358
"733",2020-01-08,"Asia","",NA,59,4641054786,NA,1.27126273488468e-08,NA
"734",2020-04-03,"Asia","",7697,195084,4641054786,1.65845919837413e-06,4.20344100630921e-05,0.0394547989583974
"735",2020-02-13,"Asia","",1370,60074,4641054786,2.95191516405426e-07,1.29440402602479e-05,0.0228052069114758
"736",2020-02-14,"Asia","",1383,64240,4641054786,2.97992603787375e-07,1.38416810320325e-05,0.0215286425902864
"737",2020-04-19,"Asia","",14331,369797,4641054786,3.08787563620888e-06,7.96795161986696e-05,0.0387536945946019
"738",2020-01-05,"Asia","",NA,59,4641054786,NA,1.27126273488468e-08,NA
"739",2020-04-16,"Asia","",12027,332682,4641054786,2.5914367648234e-06,7.16824117232043e-05,0.0361516403051563
"740",2020-01-17,"Asia","",2,66,4641054786,4.30936520299892e-10,1.42209051698964e-08,0.0303030303030303
"741",2020-04-06,"Asia","",8619,223929,4641054786,1.85712093423238e-06,4.82495920271173e-05,0.0384898784882708
"742",2020-01-28,"Asia","",106,4572,4641054786,2.28396355758943e-08,9.85120885405553e-07,0.0231846019247594
"743",2020-01-06,"Asia","",NA,59,4641054786,NA,1.27126273488468e-08,NA
"744",2020-03-17,"Asia","",4222,108803,4641054786,9.09706994353072e-07,2.34435931090946e-05,0.0388040770934625
"745",2020-02-12,"Asia","",1115,44925,4641054786,2.4024711006719e-07,9.67991158723632e-06,0.024819143016138
"746",2020-01-04,"Asia","",NA,44,4641054786,NA,9.48060344659762e-09,NA
"747",2020-01-12,"Asia","",1,59,4641054786,2.15468260149946e-10,1.27126273488468e-08,0.0169491525423729
"748",2020-04-15,"Asia","",11687,321265,4641054786,2.51817755637242e-06,6.92224105970724e-05,0.0363780679501346
"749",2020-01-03,"Asia","",NA,44,4641054786,NA,9.48060344659762e-09,NA
"750",2020-01-16,"Asia","",2,61,4641054786,4.30936520299892e-10,1.31435638691467e-08,0.0327868852459016
"751",2020-02-09,"Asia","",813,37418,4641054786,1.75175695501906e-07,8.06239135829068e-06,0.0217275108236678
"752",2020-02-10,"Asia","",910,40399,4641054786,1.96076116736451e-07,8.70470224179767e-06,0.0225253100324265
"753",2020-01-07,"Asia","",NA,59,4641054786,NA,1.27126273488468e-08,NA
"754",2020-02-11,"Asia","",1018,42894,4641054786,2.19346688832645e-07,9.24229555087178e-06,0.0237329230195365
"755",2020-02-07,"Asia","",638,31367,4641054786,1.37468749975666e-07,6.75859291612336e-06,0.0203398476105461
"756",2020-04-14,"Asia","",11298,310031,4641054786,2.43436040317409e-06,6.68018401625479e-05,0.0364415171386087
"757",2020-02-20,"Asia","",2125,75017,4641054786,4.57870052818635e-07,1.61637824716685e-05,0.0283269125664849
"758",2020-04-13,"Asia","",10956,298271,4641054786,2.36067025820281e-06,6.42679334231845e-05,0.0367316970137895
"759",2020-02-24,"Asia","",2613,78402,4641054786,5.63018563771809e-07,1.68931425322761e-05,0.0333282314226678
"760",2020-02-23,"Asia","",2458,77989,4641054786,5.29620983448567e-07,1.68041541408341e-05,0.0315172652553565
"761",2020-01-13,"Asia","",1,60,4641054786,2.15468260149946e-10,1.29280956089968e-08,0.0166666666666667
"762",2020-02-16,"Asia","",1668,68826,4641054786,3.5940105793011e-07,1.48298184730802e-05,0.0242350274605527
"763",2020-01-14,"Asia","",1,60,4641054786,2.15468260149946e-10,1.29280956089968e-08,0.0166666666666667
"764",2020-02-08,"Asia","",724,34800,4641054786,1.55999020348561e-07,7.49829545321812e-06,0.0208045977011494
"765",2020-02-22,"Asia","",2356,77044,4641054786,5.07643220913273e-07,1.66005366349924e-05,0.0305799283526297
"766",2020-02-21,"Asia","",2244,75996,4641054786,4.83510775776479e-07,1.63747258983553e-05,0.0295278698878888
"767",2020-04-12,"Asia","",10568,286750,4641054786,2.27706857326463e-06,6.1785523597997e-05,0.0368544027898867
"768",2020-02-19,"Asia","",2011,74564,4641054786,4.33306671161541e-07,1.60661753498206e-05,0.0269701196287753
"769",2020-01-15,"Asia","",2,61,4641054786,4.30936520299892e-10,1.31435638691467e-08,0.0327868852459016
"770",2020-01-10,"Asia","",NA,59,4641054786,NA,1.27126273488468e-08,NA
"771",2020-02-18,"Asia","",1872,72788,4641054786,4.03356583000699e-07,1.56835037197943e-05,0.0257185250315986
"772",2020-02-17,"Asia","",1774,70892,4641054786,3.82240693506004e-07,1.527497589855e-05,0.0250239801388027
"773",2020-01-11,"Asia","",1,59,4641054786,2.15468260149946e-10,1.27126273488468e-08,0.0169491525423729
"774",2020-02-15,"Asia","",1526,66798,4641054786,3.28804564988818e-07,1.43928488414961e-05,0.0228449953591425
"775",2020-04-04,"Australia","AUS",30,5548,25499881,1.17647607845699e-06,0.00021756964277598,0.00540735400144196
"776",2020-04-17,"Australia","AUS",63,6497,25499881,2.47059976475969e-06,0.000254785502724503,0.0096967831306757
"777",2020-01-26,"Australia","AUS",NA,4,25499881,NA,1.56863477127599e-07,NA
"778",2020-04-03,"Australia","AUS",23,5224,25499881,9.01964993483695e-07,0.000204863701128644,0.00440275650842266
"779",2020-04-01,"Australia","AUS",20,4707,25499881,7.84317385637996e-07,0.000184589096709902,0.00424899086466964
"780",2020-05-07,"Australia","AUS",97,6875,25499881,3.80393932034428e-06,0.000269609101313061,0.0141090909090909
"781",2020-01-25,"Australia","AUS",NA,1,25499881,NA,3.92158692818998e-08,NA
"782",2020-05-08,"Australia","AUS",97,6896,25499881,3.80393932034428e-06,0.000270432634567981,0.0140661252900232
"783",2020-04-02,"Australia","AUS",21,4976,25499881,8.23533254919896e-07,0.000195138165546733,0.00422025723472669
"784",2020-01-29,"Australia","AUS",NA,4,25499881,NA,1.56863477127599e-07,NA
"785",2020-04-18,"Australia","AUS",67,6533,25499881,2.62746324188729e-06,0.000256197274018651,0.0102556252870044
"786",2020-04-06,"Australia","AUS",36,5744,25499881,1.41177129414839e-06,0.000225255953155232,0.00626740947075209
"787",2020-04-05,"Australia","AUS",34,5687,25499881,1.33333955558459e-06,0.000223020648606164,0.00597854756462107
"788",2020-04-07,"Australia","AUS",42,5844,25499881,1.64706650983979e-06,0.000229177540083422,0.00718685831622177
"789",2020-04-16,"Australia","AUS",63,6458,25499881,2.47059976475969e-06,0.000253256083822509,0.0097553422112109
"790",2020-02-23,"Australia","AUS",NA,22,25499881,NA,8.62749124201795e-07,NA
"791",2020-05-03,"Australia","AUS",93,6783,25499881,3.64707584321668e-06,0.000266001241339126,0.0137107474568775
"792",2020-05-04,"Australia","AUS",95,6801,25499881,3.72550758178048e-06,0.0002667071269862,0.0139685340391119
"793",2020-01-27,"Australia","AUS",NA,4,25499881,NA,1.56863477127599e-07,NA
"794",2020-01-28,"Australia","AUS",NA,4,25499881,NA,1.56863477127599e-07,NA
"795",2020-04-15,"Australia","AUS",61,6416,25499881,2.39216802619589e-06,0.000251609017312669,0.0095074812967581
"796",2020-01-31,"Australia","AUS",NA,7,25499881,NA,2.74511084973299e-07,NA
"797",2020-05-05,"Australia","AUS",95,6825,25499881,3.72550758178048e-06,0.000267648307848966,0.0139194139194139
"798",2020-05-06,"Australia","AUS",96,6849,25499881,3.76472345106238e-06,0.000268589488711732,0.0140166447656592
"799",2020-03-28,"Australia","AUS",13,3378,25499881,5.09806300664697e-07,0.000132471206434257,0.00384843102427472
"800",2020-03-01,"Australia","AUS",1,26,25499881,3.92158692818998e-08,1.01961260132939e-06,0.0384615384615385
"801",2020-02-25,"Australia","AUS",NA,22,25499881,NA,8.62749124201795e-07,NA
"802",2020-02-26,"Australia","AUS",NA,22,25499881,NA,8.62749124201795e-07,NA
"803",2020-04-12,"Australia","AUS",57,6289,25499881,2.23530454906829e-06,0.000246628601913868,0.00906344410876133
"804",2020-02-22,"Australia","AUS",NA,21,25499881,NA,8.23533254919896e-07,NA
"805",2020-04-08,"Australia","AUS",45,5956,25499881,1.76471411768549e-06,0.000233569717442995,0.00755540631296172
"806",2020-04-09,"Australia","AUS",50,6052,25499881,1.96079346409499e-06,0.000237334440894057,0.00826173165895572
"807",2020-03-07,"Australia","AUS",2,63,25499881,7.84317385637996e-08,2.47059976475969e-06,0.0317460317460317
"808",2020-02-01,"Australia","AUS",NA,9,25499881,NA,3.52942823537098e-07,NA
"809",2020-04-14,"Australia","AUS",61,6366,25499881,2.39216802619589e-06,0.000249648223848574,0.00958215519949733
"810",2020-02-24,"Australia","AUS",NA,22,25499881,NA,8.62749124201795e-07,NA
"811",2020-05-02,"Australia","AUS",93,6767,25499881,3.64707584321668e-06,0.000265373787430616,0.0137431653613123
"812",2020-02-28,"Australia","AUS",NA,23,25499881,NA,9.01964993483695e-07,NA
"813",2020-02-18,"Australia","AUS",NA,15,25499881,NA,5.88238039228497e-07,NA
"814",2020-02-19,"Australia","AUS",NA,15,25499881,NA,5.88238039228497e-07,NA
"815",2020-03-29,"Australia","AUS",14,3809,25499881,5.49022169946597e-07,0.000149373246094756,0.00367550538199002
"816",2020-03-30,"Australia","AUS",16,4093,25499881,6.27453908510397e-07,0.000160510552970816,0.00390911311996091
"817",2020-01-30,"Australia","AUS",NA,6,25499881,NA,2.35295215691399e-07,NA
"818",2020-04-13,"Australia","AUS",61,6322,25499881,2.39216802619589e-06,0.00024792272560017,0.00964884530211958
"819",2020-03-06,"Australia","AUS",2,59,25499881,7.84317385637996e-08,2.31373628763209e-06,0.0338983050847458
"820",2020-04-27,"Australia","AUS",83,6713,25499881,3.25491715039768e-06,0.000263256130489393,0.0123640697154774
"821",2020-02-09,"Australia","AUS",NA,14,25499881,NA,5.49022169946597e-07,NA
"822",2020-02-16,"Australia","AUS",NA,15,25499881,NA,5.88238039228497e-07,NA
"823",2020-02-29,"Australia","AUS",NA,25,25499881,NA,9.80396732047495e-07,NA
"824",2020-05-01,"Australia","AUS",92,6762,25499881,3.60785997393478e-06,0.000265177708084206,0.0136054421768707
"825",2020-03-27,"Australia","AUS",13,3166,25499881,5.09806300664697e-07,0.000124157442146495,0.00410612760581175
"826",2020-03-31,"Australia","AUS",19,4557,25499881,7.45101516356096e-07,0.000178706716317617,0.00416940969936362
"827",2020-02-21,"Australia","AUS",NA,17,25499881,NA,6.66669777792296e-07,NA
"828",2020-03-02,"Australia","AUS",1,29,25499881,3.92158692818998e-08,1.13726020917509e-06,0.0344827586206897
"829",2020-03-03,"Australia","AUS",1,33,25499881,3.92158692818998e-08,1.29412368630269e-06,0.0303030303030303
"830",2020-02-15,"Australia","AUS",NA,15,25499881,NA,5.88238039228497e-07,NA
"831",2020-03-08,"Australia","AUS",3,74,25499881,1.17647607845699e-07,2.90197432686058e-06,0.0405405405405405
"832",2020-03-05,"Australia","AUS",2,52,25499881,7.84317385637996e-08,2.03922520265879e-06,0.0384615384615385
"833",2020-02-08,"Australia","AUS",NA,14,25499881,NA,5.49022169946597e-07,NA
"834",2020-04-24,"Australia","AUS",75,6667,25499881,2.94119019614248e-06,0.000261452200502426,0.0112494375281236
"835",2020-04-21,"Australia","AUS",71,6625,25499881,2.78432671901488e-06,0.000259805133992586,0.0107169811320755
"836",2020-02-17,"Australia","AUS",NA,15,25499881,NA,5.88238039228497e-07,NA
"837",2020-02-27,"Australia","AUS",NA,23,25499881,NA,9.01964993483695e-07,NA
"838",2020-03-25,"Australia","AUS",8,2423,25499881,3.13726954255198e-07,9.50200512700432e-05,0.00330169211721007
"839",2020-04-10,"Australia","AUS",52,6152,25499881,2.03922520265879e-06,0.000241256027822247,0.00845253576072822
"840",2020-03-04,"Australia","AUS",1,41,25499881,3.92158692818998e-08,1.60785064055789e-06,0.024390243902439
"841",2020-04-23,"Australia","AUS",74,6654,25499881,2.90197432686058e-06,0.000260942394201761,0.0111211301472798
"842",2020-02-04,"Australia","AUS",NA,11,25499881,NA,4.31374562100898e-07,NA
"843",2020-04-20,"Australia","AUS",70,6612,25499881,2.74511084973299e-06,0.000259295327691921,0.0105868118572293
"844",2020-03-24,"Australia","AUS",7,1823,25499881,2.74511084973299e-07,7.14905297009033e-05,0.00383982446516731
"845",2020-04-11,"Australia","AUS",54,6238,25499881,2.11765694122259e-06,0.000244628592580491,0.00865662071176659
"846",2020-04-26,"Australia","AUS",81,6703,25499881,3.17648541183388e-06,0.000262863971796574,0.0120841414292108
"847",2020-02-05,"Australia","AUS",NA,12,25499881,NA,4.70590431382797e-07,NA
"848",2020-02-20,"Australia","AUS",NA,15,25499881,NA,5.88238039228497e-07,NA
"849",2020-04-22,"Australia","AUS",74,6647,25499881,2.90197432686058e-06,0.000260667883116788,0.0111328418835565
"850",2020-03-26,"Australia","AUS",11,2799,25499881,4.31374562100898e-07,0.000109765218120037,0.00392997499106824
"851",2020-04-19,"Australia","AUS",69,6586,25499881,2.70589498045109e-06,0.000258275715090592,0.0104767689037352
"852",2020-02-14,"Australia","AUS",NA,15,25499881,NA,5.88238039228497e-07,NA
"853",2020-04-25,"Australia","AUS",79,6687,25499881,3.09805367327008e-06,0.000262236517888064,0.0118139673994317
"854",2020-03-23,"Australia","AUS",7,1709,25499881,2.74511084973299e-07,6.70199206027667e-05,0.00409596255119953
"855",2020-03-22,"Australia","AUS",7,1098,25499881,2.74511084973299e-07,4.3059024471526e-05,0.0063752276867031
"856",2020-03-10,"Australia","AUS",3,100,25499881,1.17647607845699e-07,3.92158692818998e-06,0.03
"857",2020-02-02,"Australia","AUS",NA,11,25499881,NA,4.31374562100898e-07,NA
"858",2020-03-12,"Australia","AUS",3,126,25499881,1.17647607845699e-07,4.94119952951937e-06,0.0238095238095238
"859",2020-02-07,"Australia","AUS",NA,14,25499881,NA,5.49022169946597e-07,NA
"860",2020-04-29,"Australia","AUS",88,6738,25499881,3.45099649680718e-06,0.000264236527221441,0.0130602552686257
"861",2020-02-06,"Australia","AUS",NA,13,25499881,NA,5.09806300664697e-07,NA
"862",2020-02-13,"Australia","AUS",NA,14,25499881,NA,5.49022169946597e-07,NA
"863",2020-02-03,"Australia","AUS",NA,11,25499881,NA,4.31374562100898e-07,NA
"864",2020-03-09,"Australia","AUS",3,80,25499881,1.17647607845699e-07,3.13726954255198e-06,0.0375
"865",2020-02-12,"Australia","AUS",NA,14,25499881,NA,5.49022169946597e-07,NA
"866",2020-03-11,"Australia","AUS",3,112,25499881,1.17647607845699e-07,4.39217735957278e-06,0.0267857142857143
"867",2020-03-19,"Australia","AUS",6,565,25499881,2.35295215691399e-07,2.21569661442734e-05,0.0106194690265487
"868",2020-03-21,"Australia","AUS",7,874,25499881,2.74511084973299e-07,3.42746697523804e-05,0.0080091533180778
"869",2020-03-14,"Australia","AUS",3,197,25499881,1.17647607845699e-07,7.72552624853426e-06,0.0152284263959391
"870",2020-04-28,"Australia","AUS",84,6725,25499881,3.29413301967958e-06,0.000263726720920776,0.0124907063197026
"871",2020-02-10,"Australia","AUS",NA,14,25499881,NA,5.49022169946597e-07,NA
"872",2020-03-18,"Australia","AUS",5,454,25499881,1.96079346409499e-07,1.78040046539825e-05,0.0110132158590308
"873",2020-04-30,"Australia","AUS",90,6746,25499881,3.52942823537098e-06,0.000264550254175696,0.0133412392528906
"874",2020-03-13,"Australia","AUS",3,156,25499881,1.17647607845699e-07,6.11767560797637e-06,0.0192307692307692
"875",2020-03-15,"Australia","AUS",3,249,25499881,1.17647607845699e-07,9.76475145119305e-06,0.0120481927710843
"876",2020-03-16,"Australia","AUS",5,298,25499881,1.96079346409499e-07,1.16863290460061e-05,0.0167785234899329
"877",2020-03-17,"Australia","AUS",5,375,25499881,1.96079346409499e-07,1.47059509807124e-05,0.0133333333333333
"878",2020-03-20,"Australia","AUS",6,709,25499881,2.35295215691399e-07,2.78040513208669e-05,0.00846262341325811
"879",2020-02-11,"Australia","AUS",NA,14,25499881,NA,5.49022169946597e-07,NA
"880",2020-03-04,"Austria","AUT",NA,24,9006400,NA,2.6647717178895e-06,NA
"881",2020-03-01,"Austria","AUT",NA,10,9006400,NA,1.11032154912063e-06,NA
"882",2020-04-01,"Austria","AUT",128,10182,9006400,1.4212115828744e-05,0.00113052940131462,0.0125712040856413
"883",2020-03-03,"Austria","AUT",NA,18,9006400,NA,1.99857878841713e-06,NA
"884",2020-03-31,"Austria","AUT",108,9618,9006400,1.19914727305028e-05,0.00106790726594422,0.0112289457267623
"885",2020-03-10,"Austria","AUT",NA,131,9006400,NA,1.45452122934802e-05,NA
"886",2020-02-29,"Austria","AUT",NA,7,9006400,NA,7.77225084384438e-07,NA
"887",2020-04-04,"Austria","AUT",168,11525,9006400,1.86534020252265e-05,0.00127964558536152,0.0145770065075922
"888",2020-03-30,"Austria","AUT",86,8813,9006400,9.54876532243738e-06,0.000978526381240007,0.00975831158515829
"889",2020-03-02,"Austria","AUT",NA,14,9006400,NA,1.55445016876888e-06,NA
"890",2020-02-28,"Austria","AUT",NA,5,9006400,NA,5.55160774560313e-07,NA
"891",2020-02-27,"Austria","AUT",NA,2,9006400,NA,2.22064309824125e-07,NA
"892",2020-04-03,"Austria","AUT",158,11129,9006400,1.75430804761059e-05,0.00123567685201634,0.0141971426004133
"893",2020-03-11,"Austria","AUT",NA,182,9006400,NA,2.02078521939954e-05,NA
"894",2020-04-10,"Austria","AUT",295,13248,9006400,3.27544856990584e-05,0.001470953988275,0.0222675120772947
"895",2020-04-11,"Austria","AUT",319,13560,9006400,3.54192574169479e-05,0.00150559602060757,0.0235250737463127
"896",2020-02-26,"Austria","AUT",NA,2,9006400,NA,2.22064309824125e-07,NA
"897",2020-03-09,"Austria","AUT",NA,102,9006400,NA,1.13252798010304e-05,NA
"898",2020-05-06,"Austria","AUT",606,15586,9006400,6.72854858767099e-05,0.00173054716645941,0.0388810470935455
"899",2020-03-08,"Austria","AUT",NA,99,9006400,NA,1.09921833362942e-05,NA
"900",2020-03-18,"Austria","AUT",3,1332,9006400,3.33096464736188e-07,0.000147894830342867,0.00225225225225225
"901",2020-05-07,"Austria","AUT",608,15651,9006400,6.7507550186534e-05,0.00173776425652869,0.0388473579962942
"902",2020-03-16,"Austria","AUT",1,860,9006400,1.11032154912063e-07,9.54876532243738e-05,0.00116279069767442
